COD_PRODUCTO,COD_CATEGORIA,COD_CLIENTE,COD_PAIS,COD_VENDEDOR,COD_SUCURSAL,Fecha,Cantidad_Vendida,Monto_Vendido,Precio,Comision_Comercial
P00017,C00003,CLI00690,DOM,V00028,SUC00044,1/1/2017,42,430.000,"10238,09524",47.300
P00017,C00003,CLI00085,PAR,V00043,SUC00009,14/6/2016,24,940.000,"39166,66667",75.200
P00017,C00003,CLI00392,COL,V00018,SUC00038,7/7/2016,25,260.000,10400,13.000
P00017,C00003,CLI00392,ESP,V00012,SUC00050,7/5/2017,24,250.000,"10416,66667",40.000
P00017,C00003,CLI00392,HON,V00057,SUC00015,30/5/2016,30,640.000,"21333,33333",102.400
P00017,C00003,CLI00392,HON,V00057,SUC00015,30/5/2020,30,640.000,"21333,33333",102.400
P00017,C00003,CLI00392,MEX,V00019,SUC00005,30/5/2016,4,390.000,97500,46.800
P00017,C00003,CLI00392,MEX,V00019,SUC00005,30/5/2020,4,390.000,97500,46.800
P00017,C00003,CLI00392,PER,V00038,SUC00035,9/6/2018,43,440.000,"10232,55814",57.200
P00017,C00003,CLI00392,PER,V00038,SUC00035,9/6/2021,43,440.000,"10232,55814",57.200
P00017,C00003,CLI00201,ECU,V00050,SUC00023,4/9/2016,8,90.000,11250,12.600
P00017,C00003,CLI00201,ECU,V00050,SUC00023,4/9/2020,8,90.000,11250,12.600
P00017,C00003,CLI00201,ECU,V00064,SUC00060,16/1/2016,46,480.000,"10434,78261",33.600
P00017,C00003,CLI00201,ECU,V00064,SUC00060,16/11/2019,46,480.000,"10434,78261",33.600
P00017,C00003,CLI00201,PAR,V00033,SUC00018,8/12/2016,17,670.000,"39411,76471",53.600
P00017,C00003,CLI00093,HON,V00057,SUC00015,4/1/2016,17,180.000,"10588,23529",14.400
P00017,C00003,CLI00093,HON,V00057,SUC00015,4/11/2019,17,180.000,"10588,23529",14.400
P00017,C00003,CLI00203,GUA,V00016,SUC00007,20/3/2017,35,460.000,"13142,85714",46.000
P00017,C00003,CLI00313,PAR,V00033,SUC00018,11/9/2016,21,220.000,"10476,19048",39.600
P00017,C00003,CLI00313,PAR,V00033,SUC00018,11/9/2020,21,220.000,"10476,19048",39.600
P00017,C00003,CLI00452,MEX,V00019,SUC00005,26/2/2018,7,100.000,"14285,71429","0,7"
P00017,C00003,CLI00452,MEX,V00019,SUC00005,26/2/2021,7,100.000,"14285,71429","0,7"
P00017,C00003,CLI00452,PER,V00038,SUC00035,30/6/2018,15,160.000,"10666,66667",11.200
P00017,C00003,CLI00452,PER,V00038,SUC00035,30/6/2021,15,160.000,"10666,66667",11.200
P00017,C00003,CLI00081,ARG,V00032,SUC00057,16/2/2017,27,280.000,"10370,37037",25.200
P00017,C00003,CLI00710,ARG,V00053,SUC00006,13/4/2019,36,390.000,"10833,33333",66.300
P00017,C00003,CLI00697,URU,V00065,SUC00039,7/3/2017,8,110.000,13750,15.400
P00017,C00003,CLI00725,ARG,V00053,SUC00006,3/5/2018,40,460.000,11500,46.000
P00017,C00003,CLI00725,ARG,V00053,SUC00006,3/5/2021,40,460.000,11500,46.000
P00017,C00003,CLI00725,ESP,V00045,SUC00008,3/5/2018,4,260.000,65000,52.000
P00017,C00003,CLI00725,ESP,V00045,SUC00008,3/5/2021,4,260.000,65000,52.000
P00017,C00003,CLI00625,ARG,V00042,SUC00043,1/4/2016,23,250.000,"10869,56522",37.500
P00017,C00003,CLI00625,ARG,V00042,SUC00043,1/4/2020,23,250.000,"10869,56522",37.500
P00017,C00003,CLI00541,URU,V00010,SUC00034,27/4/2017,16,220.000,13750,19.800
P00017,C00003,CLI00442,PAR,V00025,SUC00049,28/6/2019,32,1.000.000,31250,60.000
P00017,C00003,CLI00484,MEX,V00047,SUC00056,15/2/2019,7,80.000,"11428,57143","0,8"
P00017,C00003,CLI00616,ECU,V00050,SUC00023,4/2/2017,45,470.000,"10444,44444",79.900
P00017,C00003,CLI00246,COL,V00018,SUC00038,21/7/2016,50,620.000,12400,80.600
P00017,C00003,CLI00246,COL,V00031,SUC00054,13/12/2016,22,230.000,"10454,54545",41.400
P00017,C00003,CLI00246,DOM,V00028,SUC00044,26/5/2018,31,350.000,"11290,32258",42.000
P00017,C00003,CLI00246,DOM,V00028,SUC00044,26/5/2021,31,350.000,"11290,32258",42.000
P00017,C00003,CLI00381,PER,V00013,SUC00036,2/2/2018,24,250.000,"10416,66667",22.500
P00017,C00003,CLI00381,PER,V00013,SUC00036,2/2/2021,24,250.000,"10416,66667",22.500
P00017,C00003,CLI00133,ARG,V00042,SUC00043,22/12/2018,17,180.000,"10588,23529",30.600
P00017,C00003,CLI00204,ARG,V00042,SUC00043,23/5/2016,44,620.000,"14090,90909",105.400
P00017,C00003,CLI00204,ARG,V00042,SUC00043,23/5/2020,44,620.000,"14090,90909",105.400
P00017,C00003,CLI00204,CHI,V00062,SUC00020,7/5/2016,48,490.000,"10208,33333",39.200
P00017,C00003,CLI00204,CHI,V00062,SUC00020,7/5/2020,48,490.000,"10208,33333",39.200
P00017,C00003,CLI00204,ECU,V00007,SUC00002,23/1/2019,41,430.000,"10487,80488",21.500
P00017,C00003,CLI00516,PER,V00037,SUC00010,4/8/2017,14,300.000,"21428,57143",45.000
P00017,C00003,CLI00587,ARG,V00017,SUC00045,11/5/2018,50,680.000,13600,54.400
P00017,C00003,CLI00587,ARG,V00017,SUC00045,11/5/2021,50,680.000,13600,54.400
P00017,C00003,CLI00134,ARG,V00042,SUC00043,8/11/2016,23,250.000,"10869,56522",20.000
P00017,C00003,CLI00034,ECU,V00036,SUC00029,5/10/2019,3,40.000,"13333,33333","0,2"
P00017,C00003,CLI00034,MEX,V00047,SUC00056,4/10/2017,32,330.000,"10312,5",66.000
P00017,C00003,CLI00034,PAR,V00043,SUC00009,4/10/2017,34,390.000,"11470,58824",35.100
P00017,C00003,CLI00034,PER,V00040,SUC00061,4/10/2017,48,510.000,10625,81.600
P00017,C00003,CLI00034,URU,V00010,SUC00034,7/2/2019,45,470.000,"10444,44444",47.000
P00017,C00003,CLI00330,HON,V00057,SUC00015,3/9/2018,4,50.000,12500,"0,75"
P00017,C00003,CLI00330,HON,V00057,SUC00015,3/9/2021,4,50.000,12500,"0,75"
P00017,C00003,CLI00330,HON,V00020,SUC00032,28/3/2017,25,260.000,10400,13.000
P00017,C00003,CLI00248,GUA,V00005,SUC00013,12/3/2018,23,1.090.000,"47391,30435",152.600
P00017,C00003,CLI00248,GUA,V00005,SUC00013,12/3/2021,23,1.090.000,"47391,30435",152.600
P00017,C00003,CLI00185,PER,V00040,SUC00061,25/5/2016,48,620.000,"12916,66667",117.800
P00017,C00003,CLI00185,PER,V00040,SUC00061,25/5/2020,48,620.000,"12916,66667",117.800
P00017,C00003,CLI00141,CHI,V00008,SUC00033,26/9/2017,9,120.000,"13333,33333","0,96"
P00017,C00003,CLI00647,GUA,V00011,SUC00028,20/7/2017,5,230.000,46000,16.100
P00017,C00003,CLI00647,GUA,V00011,SUC00028,20/7/2020,5,230.000,46000,16.100
P00017,C00003,CLI00647,PER,V00013,SUC00036,20/7/2017,21,220.000,"10476,19048",35.200
P00017,C00003,CLI00647,PER,V00013,SUC00036,20/7/2020,21,220.000,"10476,19048",35.200
P00017,C00003,CLI00755,GUA,V00005,SUC00013,29/9/2019,28,390.000,"13928,57143",70.200
P00017,C00003,CLI00680,CRI,V00003,SUC00026,24/10/2016,25,280.000,11200,14.000
P00017,C00003,CLI00680,CRI,V00003,SUC00026,24/10/2020,25,280.000,11200,14.000
P00017,C00003,CLI00570,ESP,V00012,SUC00050,21/11/2016,23,270.000,"11739,13043",18.900
P00017,C00003,CLI00570,PAR,V00044,SUC00042,26/1/2018,2,30.000,15000,"0,6"
P00017,C00003,CLI00570,PAR,V00044,SUC00042,26/1/2021,2,30.000,15000,"0,6"
P00017,C00003,CLI00277,URU,V00065,SUC00039,10/3/2018,23,240.000,"10434,78261",19.200
P00017,C00003,CLI00277,URU,V00065,SUC00039,10/3/2021,23,240.000,"10434,78261",19.200
P00017,C00003,CLI00256,GUA,V00011,SUC00028,9/7/2016,5,60.000,12000,12.000
P00017,C00003,CLI00094,GUA,V00011,SUC00028,8/12/2018,23,300.000,"13043,47826",54.000
P00017,C00003,CLI00094,HON,V00006,SUC00030,23/9/2019,21,280.000,"13333,33333",47.600
P00017,C00003,CLI00287,PAR,V00033,SUC00018,6/1/2016,1,20.000,20000,"0,12"
P00017,C00003,CLI00287,PAR,V00033,SUC00018,6/11/2019,1,20.000,20000,"0,12"
P00017,C00003,CLI00237,GUA,V00011,SUC00028,28/2/2016,18,370.000,"20555,55556",62.900
P00017,C00003,CLI00237,GUA,V00011,SUC00028,29/12/2019,18,370.000,"20555,55556",62.900
P00017,C00003,CLI00237,GUA,V00011,SUC00028,28/2/2020,18,370.000,"20555,55556",62.900
P00017,C00003,CLI00237,HON,V00034,SUC00062,4/5/2016,35,360.000,"10285,71429",21.600
P00017,C00003,CLI00237,HON,V00034,SUC00062,4/5/2020,35,360.000,"10285,71429",21.600
P00017,C00003,CLI00237,PAR,V00002,SUC00047,7/9/2017,13,140.000,"10769,23077","0,7"
P00017,C00003,CLI00237,PER,V00037,SUC00010,16/5/2016,18,230.000,"12777,77778",39.100
P00017,C00003,CLI00237,PER,V00037,SUC00010,16/5/2020,18,230.000,"12777,77778",39.100
P00017,C00003,CLI00425,COL,V00039,SUC00012,28/10/2016,14,170.000,"12142,85714",32.300
P00017,C00003,CLI00425,COL,V00039,SUC00012,28/10/2020,14,170.000,"12142,85714",32.300
P00017,C00003,CLI00425,DOM,V00004,SUC00041,9/12/2016,41,430.000,"10487,80488",81.700
P00017,C00003,CLI00425,DOM,V00028,SUC00044,26/11/2018,28,320.000,"11428,57143",48.000
P00017,C00003,CLI00425,DOM,V00028,SUC00044,26/11/2020,28,320.000,"11428,57143",48.000
P00017,C00003,CLI00462,ARG,V00017,SUC00045,28/10/2017,21,220.000,"10476,19048",39.600
P00017,C00003,CLI00462,HON,V00057,SUC00015,8/3/2018,17,180.000,"10588,23529",12.600
P00017,C00003,CLI00462,HON,V00057,SUC00015,8/3/2021,17,180.000,"10588,23529",12.600
P00017,C00003,CLI00462,PER,V00040,SUC00061,23/4/2017,24,250.000,"10416,66667",37.500
P00017,C00003,CLI00028,CRI,V00055,SUC00052,11/1/2018,46,1.210.000,"26304,34783",217.800
P00017,C00003,CLI00028,CRI,V00055,SUC00052,11/1/2021,46,1.210.000,"26304,34783",217.800
P00017,C00003,CLI00028,DOM,V00059,SUC00011,12/2/2016,17,180.000,"10588,23529",23.400
P00017,C00003,CLI00028,DOM,V00059,SUC00011,13/12/2019,17,180.000,"10588,23529",23.400
P00017,C00003,CLI00028,DOM,V00059,SUC00011,12/2/2020,17,180.000,"10588,23529",23.400
P00017,C00003,CLI00447,CRI,V00001,SUC00031,5/7/2017,30,320.000,"10666,66667",35.200
P00017,C00003,CLI00447,CRI,V00001,SUC00031,5/7/2020,30,320.000,"10666,66667",35.200
P00017,C00003,CLI00589,CRI,V00003,SUC00026,29/10/2016,41,520.000,"12682,92683",104.000
P00017,C00003,CLI00589,CRI,V00003,SUC00026,29/10/2020,41,520.000,"12682,92683",104.000
P00017,C00003,CLI00589,ESP,V00026,SUC00046,20/10/2016,39,1.590.000,"40769,23077",143.100
P00017,C00003,CLI00589,ESP,V00026,SUC00046,20/10/2020,39,1.590.000,"40769,23077",143.100
P00017,C00003,CLI00589,URU,V00049,SUC00063,22/11/2018,15,160.000,"10666,66667","0,96"
P00017,C00003,CLI00589,URU,V00049,SUC00063,22/11/2020,15,160.000,"10666,66667","0,96"
P00017,C00003,CLI00036,ARG,V00032,SUC00057,5/12/2018,47,610.000,"12978,7234",67.100
P00017,C00003,CLI00175,CRI,V00022,SUC00037,20/8/2019,46,520.000,"11304,34783",72.800
P00017,C00003,CLI00175,PAR,V00043,SUC00009,18/8/2018,10,110.000,11000,18.700
P00017,C00003,CLI00175,PAR,V00043,SUC00009,18/8/2021,10,110.000,11000,18.700
P00017,C00003,CLI00175,URU,V00010,SUC00034,18/4/2018,4,50.000,12500,"0,9"
P00017,C00003,CLI00175,URU,V00010,SUC00034,18/4/2021,4,50.000,12500,"0,9"
P00008,C00001,CLI00158,PER,V00013,SUC00036,25/12/2018,10,240.000,24000,16.800
P00008,C00001,CLI00148,ARG,V00017,SUC00045,20/10/2017,13,300.000,"23076,92308",30.000
P00008,C00001,CLI00501,CRI,V00055,SUC00052,18/11/2017,33,600.000,"18181,81818",96.000
P00008,C00001,CLI00471,URU,V00041,SUC00058,6/4/2016,31,1.250.000,"40322,58065",200.000
P00008,C00001,CLI00471,URU,V00041,SUC00058,6/4/2020,31,1.250.000,"40322,58065",200.000
P00008,C00001,CLI00485,ECU,V00064,SUC00060,11/8/2018,23,560.000,"24347,82609",44.800
P00008,C00001,CLI00485,ECU,V00064,SUC00060,11/8/2021,23,560.000,"24347,82609",44.800
P00008,C00001,CLI00302,PAR,V00033,SUC00018,2/7/2016,24,480.000,20000,62.400
P00008,C00001,CLI00302,PER,V00013,SUC00036,8/3/2019,31,790.000,"25483,87097",110.600
P00008,C00001,CLI00760,ARG,V00042,SUC00043,20/4/2017,19,370.000,"19473,68421",37.000
P00008,C00001,CLI00688,ESP,V00012,SUC00050,12/12/2016,41,960.000,"23414,63415",67.200
P00008,C00001,CLI00787,CHI,V00023,SUC00059,20/8/2019,3,70.000,"23333,33333","0,35"
P00008,C00001,CLI00472,GUA,V00015,SUC00004,11/1/2018,48,1.120.000,"23333,33333",67.200
P00008,C00001,CLI00472,GUA,V00015,SUC00004,11/1/2021,48,1.120.000,"23333,33333",67.200
P00008,C00001,CLI00632,ARG,V00017,SUC00045,5/1/2018,5,90.000,18000,"0,63"
P00008,C00001,CLI00632,ARG,V00017,SUC00045,5/1/2021,5,90.000,18000,"0,63"
P00008,C00001,CLI00623,DOM,V00059,SUC00011,5/9/2019,40,590.000,14750,47.200
P00008,C00001,CLI00025,PER,V00009,SUC00055,13/12/2018,13,1.300.000,100000,208.000
P00008,C00001,CLI00061,COL,V00039,SUC00012,24/4/2017,35,960.000,"27428,57143",67.200
P00008,C00001,CLI00310,CHI,V00008,SUC00033,13/2/2018,27,530.000,"19629,62963",90.100
P00008,C00001,CLI00310,CHI,V00008,SUC00033,13/2/2021,27,530.000,"19629,62963",90.100
P00008,C00001,CLI00444,CRI,V00060,SUC00022,17/6/2016,24,540.000,22500,91.800
P00008,C00001,CLI00136,PER,V00038,SUC00035,29/10/2019,16,320.000,20000,38.400
P00008,C00001,CLI00620,PAR,V00044,SUC00042,9/4/2019,48,820.000,"17083,33333",41.000
P00008,C00001,CLI00055,DOM,V00004,SUC00041,14/3/2016,45,1.400.000,"31111,11111",196.000
P00008,C00001,CLI00055,DOM,V00004,SUC00041,13/1/2020,45,1.400.000,"31111,11111",196.000
P00008,C00001,CLI00055,DOM,V00004,SUC00041,14/3/2020,45,1.400.000,"31111,11111",196.000
P00008,C00001,CLI00529,ARG,V00042,SUC00043,23/10/2019,34,870.000,"25588,23529",174.000
P00008,C00001,CLI00008,URU,V00041,SUC00058,3/4/2017,46,1.140.000,"24782,6087",57.000
P00008,C00001,CLI00057,CHI,V00023,SUC00059,1/6/2017,38,2.300.000,"60526,31579",161.000
P00008,C00001,CLI00057,CHI,V00023,SUC00059,1/6/2020,38,2.300.000,"60526,31579",161.000
P00008,C00001,CLI00047,MEX,V00047,SUC00056,23/6/2016,23,680.000,"29565,21739",102.000
P00008,C00001,CLI00211,CHI,V00030,SUC00051,30/10/2019,39,1.160.000,"29743,58974",139.200
P00008,C00001,CLI00264,HON,V00020,SUC00032,28/3/2019,37,970.000,"26216,21622",116.400
P00008,C00001,CLI00145,GUA,V00056,SUC00017,30/5/2019,31,600.000,"19354,83871",102.000
P00008,C00001,CLI00014,PER,V00037,SUC00010,25/1/2017,27,420.000,"15555,55556",84.000
P00008,C00001,CLI00170,PER,V00013,SUC00036,25/8/2018,34,1.190.000,35000,214.200
P00008,C00001,CLI00170,PER,V00013,SUC00036,25/8/2021,34,1.190.000,35000,214.200
P00008,C00001,CLI00517,ARG,V00042,SUC00043,13/6/2017,32,490.000,"15312,5",39.200
P00008,C00001,CLI00517,ARG,V00042,SUC00043,13/6/2020,32,490.000,"15312,5",39.200
P00008,C00001,CLI00465,ESP,V00026,SUC00046,20/3/2016,30,760.000,"25333,33333",68.400
P00008,C00001,CLI00465,ESP,V00026,SUC00046,19/1/2020,30,760.000,"25333,33333",68.400
P00008,C00001,CLI00465,ESP,V00026,SUC00046,20/3/2020,30,760.000,"25333,33333",68.400
P00008,C00001,CLI00089,PAR,V00025,SUC00049,15/8/2016,17,1.630.000,"95882,35294",163.000
P00008,C00001,CLI00089,PAR,V00025,SUC00049,15/8/2020,17,1.630.000,"95882,35294",163.000
P00008,C00001,CLI00709,MEX,V00047,SUC00056,9/2/2016,43,1.460.000,"33953,48837",189.800
P00008,C00001,CLI00709,MEX,V00047,SUC00056,10/12/2019,43,1.460.000,"33953,48837",189.800
P00008,C00001,CLI00709,MEX,V00047,SUC00056,9/2/2020,43,1.460.000,"33953,48837",189.800
P00008,C00001,CLI00782,ESP,V00012,SUC00050,25/3/2016,27,1.700.000,"62962,96296",323.000
P00008,C00001,CLI00782,ESP,V00012,SUC00050,24/1/2020,27,1.700.000,"62962,96296",323.000
P00008,C00001,CLI00782,ESP,V00012,SUC00050,25/3/2020,27,1.700.000,"62962,96296",323.000
P00008,C00001,CLI00782,GUA,V00016,SUC00007,8/9/2016,10,240.000,24000,26.400
P00008,C00001,CLI00782,GUA,V00016,SUC00007,8/9/2020,10,240.000,24000,26.400
P00008,C00001,CLI00002,ARG,V00058,SUC00024,15/6/2016,10,170.000,17000,22.100
P00008,C00001,CLI00433,COL,V00046,SUC00019,27/2/2016,10,230.000,23000,39.100
P00008,C00001,CLI00433,COL,V00046,SUC00019,28/12/2019,10,230.000,23000,39.100
P00008,C00001,CLI00433,COL,V00046,SUC00019,27/2/2020,10,230.000,23000,39.100
P00008,C00001,CLI00268,CHI,V00062,SUC00020,16/8/2017,31,1.020.000,"32903,22581",71.400
P00008,C00001,CLI00714,ARG,V00058,SUC00024,3/5/2019,46,890.000,"19347,82609",133.500
P00008,C00001,CLI00474,PER,V00040,SUC00061,6/1/2016,23,460.000,20000,59.800
P00008,C00001,CLI00474,PER,V00040,SUC00061,6/11/2019,23,460.000,20000,59.800
P00008,C00001,CLI00481,DOM,V00028,SUC00044,12/7/2016,28,990.000,"35357,14286",128.700
P00008,C00001,CLI00481,URU,V00027,SUC00065,20/1/2016,27,660.000,"24444,44444",66.000
P00008,C00001,CLI00481,URU,V00027,SUC00065,20/11/2019,27,660.000,"24444,44444",66.000
P00008,C00001,CLI00107,ARG,V00017,SUC00045,14/12/2018,34,690.000,"20294,11765",117.300
P00008,C00001,CLI00572,CRI,V00060,SUC00022,29/10/2017,30,660.000,22000,85.800
P00008,C00001,CLI00363,ECU,V00050,SUC00023,28/9/2019,27,450.000,"16666,66667",22.500
P00008,C00001,CLI00044,ARG,V00058,SUC00024,24/9/2019,34,790.000,"23235,29412",94.800
P00008,C00001,CLI00044,CRI,V00001,SUC00031,14/8/2017,13,140.000,"10769,23077","0,84"
P00008,C00001,CLI00044,PAR,V00033,SUC00018,1/11/2018,39,410.000,"10512,82051",45.100
P00008,C00001,CLI00044,PAR,V00033,SUC00018,1/11/2020,39,410.000,"10512,82051",45.100
P00008,C00001,CLI00044,PER,V00040,SUC00061,31/10/2019,13,300.000,"23076,92308",39.000
P00008,C00001,CLI00546,CRI,V00022,SUC00037,20/2/2018,31,610.000,"19677,41935",42.700
P00008,C00001,CLI00546,CRI,V00022,SUC00037,20/2/2021,31,610.000,"19677,41935",42.700
P00008,C00001,CLI00546,ESP,V00063,SUC00027,20/11/2016,46,700.000,"15217,3913",98.000
P00008,C00001,CLI00137,HON,V00020,SUC00032,6/4/2016,38,1.030.000,"27105,26316",154.500
P00008,C00001,CLI00137,HON,V00020,SUC00032,6/4/2020,38,1.030.000,"27105,26316",154.500
P00008,C00001,CLI00605,CRI,V00001,SUC00031,14/4/2016,14,270.000,"19285,71429",37.800
P00008,C00001,CLI00605,CRI,V00001,SUC00031,14/4/2020,14,270.000,"19285,71429",37.800
P00008,C00001,CLI00323,URU,V00065,SUC00039,20/10/2016,18,500.000,"27777,77778",35.000
P00008,C00001,CLI00323,URU,V00065,SUC00039,20/10/2020,18,500.000,"27777,77778",35.000
P00008,C00001,CLI00502,ARG,V00042,SUC00043,2/12/2017,12,190.000,"15833,33333",22.800
P00008,C00001,CLI00502,ARG,V00042,SUC00043,2/12/2020,12,190.000,"15833,33333",22.800
P00008,C00001,CLI00065,ESP,V00012,SUC00050,15/4/2018,22,830.000,"37727,27273",124.500
P00008,C00001,CLI00065,ESP,V00012,SUC00050,15/4/2021,22,830.000,"37727,27273",124.500
P00008,C00001,CLI00795,PAR,V00044,SUC00042,16/11/2018,5,100.000,20000,18.000
P00008,C00001,CLI00795,PAR,V00044,SUC00042,16/11/2020,5,100.000,20000,18.000
P00008,C00001,CLI00301,CRI,V00022,SUC00037,16/1/2017,30,760.000,"25333,33333",45.600
P00008,C00001,CLI00301,MEX,V00021,SUC00064,1/10/2016,10,160.000,16000,16.000
P00008,C00001,CLI00301,MEX,V00021,SUC00064,1/10/2020,10,160.000,16000,16.000
P00008,C00001,CLI00052,CRI,V00003,SUC00026,2/10/2016,27,1.060.000,"39259,25926",84.800
P00008,C00001,CLI00052,CRI,V00003,SUC00026,2/10/2020,27,1.060.000,"39259,25926",84.800
P00008,C00001,CLI00538,ARG,V00032,SUC00057,13/11/2017,50,800.000,16000,72.000
P00008,C00001,CLI00538,ESP,V00061,SUC00014,8/6/2017,43,990.000,"23023,25581",99.000
P00008,C00001,CLI00538,ESP,V00061,SUC00014,8/6/2020,43,990.000,"23023,25581",99.000
P00008,C00001,CLI00326,CRI,V00022,SUC00037,20/12/2016,39,960.000,"24615,38462",172.800
P00008,C00001,CLI00789,ECU,V00007,SUC00002,20/5/2016,4,80.000,20000,10.400
P00008,C00001,CLI00789,ECU,V00007,SUC00002,20/5/2020,4,80.000,20000,10.400
P00008,C00001,CLI00786,GUA,V00005,SUC00013,10/6/2017,30,700.000,"23333,33333",112.000
P00008,C00001,CLI00786,GUA,V00005,SUC00013,10/6/2020,30,700.000,"23333,33333",112.000
P00008,C00001,CLI00619,ESP,V00061,SUC00014,28/5/2019,6,150.000,25000,28.500
P00008,C00001,CLI00586,CHI,V00008,SUC00033,23/4/2016,19,450.000,"23684,21053",36.000
P00008,C00001,CLI00586,CHI,V00008,SUC00033,23/4/2020,19,450.000,"23684,21053",36.000
P00008,C00001,CLI00249,CHI,V00062,SUC00020,13/5/2019,33,1.160.000,"35151,51515",150.800
P00008,C00001,CLI00627,ARG,V00032,SUC00057,13/4/2019,30,720.000,24000,100.800
P00008,C00001,CLI00495,CHI,V00008,SUC00033,22/2/2017,2,200.000,100000,28.000
P00008,C00001,CLI00202,PER,V00040,SUC00061,14/2/2018,1,20.000,20000,"0,14"
P00008,C00001,CLI00202,PER,V00040,SUC00061,14/2/2021,1,20.000,20000,"0,14"
P00008,C00001,CLI00624,PAR,V00025,SUC00049,25/11/2018,48,1.310.000,"27291,66667",183.400
P00008,C00001,CLI00624,PAR,V00025,SUC00049,25/11/2020,48,1.310.000,"27291,66667",183.400
P00008,C00001,CLI00624,PER,V00037,SUC00010,16/8/2018,32,780.000,24375,124.800
P00008,C00001,CLI00624,PER,V00037,SUC00010,16/8/2021,32,780.000,24375,124.800
P00008,C00001,CLI00011,HON,V00034,SUC00062,28/4/2017,30,710.000,"23666,66667",134.900
P00008,C00001,CLI00075,COL,V00046,SUC00019,11/12/2017,12,270.000,22500,21.600
P00008,C00001,CLI00075,COL,V00046,SUC00019,11/12/2020,12,270.000,22500,21.600
P00008,C00001,CLI00037,PER,V00038,SUC00035,3/11/2016,7,120.000,"17142,85714",13.200
P00008,C00001,CLI00454,CRI,V00055,SUC00052,29/9/2017,13,290.000,"22307,69231",52.200
P00008,C00001,CLI00285,ECU,V00036,SUC00029,2/6/2019,19,330.000,"17368,42105",46.200
P00008,C00001,CLI00151,ECU,V00007,SUC00002,15/3/2019,3,60.000,20000,"0,6"
P00008,C00001,CLI00151,URU,V00065,SUC00039,26/10/2017,40,1.640.000,41000,213.200
P00008,C00001,CLI00377,CHI,V00030,SUC00051,12/6/2016,36,810.000,22500,64.800
P00008,C00001,CLI00377,PAR,V00025,SUC00049,2/7/2018,14,340.000,"24285,71429",54.400
P00008,C00001,CLI00377,PAR,V00025,SUC00049,2/7/2021,14,340.000,"24285,71429",54.400
P00008,C00001,CLI00048,COL,V00051,SUC00001,14/8/2018,29,610.000,"21034,48276",79.300
P00008,C00001,CLI00048,COL,V00051,SUC00001,14/8/2021,29,610.000,"21034,48276",79.300
P00008,C00001,CLI00635,HON,V00020,SUC00032,7/2/2017,10,170.000,17000,17.000
P00008,C00001,CLI00161,DOM,V00054,SUC00040,26/12/2017,3,80.000,"26666,66667","0,88"
P00008,C00001,CLI00161,DOM,V00054,SUC00040,26/12/2020,3,80.000,"26666,66667","0,88"
P00008,C00001,CLI00010,PAR,V00002,SUC00047,20/8/2017,3,60.000,20000,"0,72"
P00008,C00001,CLI00405,PAR,V00025,SUC00049,12/5/2017,21,360.000,"17142,85714",50.400
P00008,C00001,CLI00259,DOM,V00054,SUC00040,13/2/2018,6,150.000,25000,25.500
P00008,C00001,CLI00259,DOM,V00054,SUC00040,13/2/2021,6,150.000,25000,25.500
P00008,C00001,CLI00319,ARG,V00032,SUC00057,20/12/2017,27,550.000,"20370,37037",110.000
P00008,C00001,CLI00319,ARG,V00032,SUC00057,20/12/2020,27,550.000,"20370,37037",110.000
P00008,C00001,CLI00591,GUA,V00056,SUC00017,27/3/2019,37,950.000,"25675,67568",66.500
P00008,C00001,CLI00591,URU,V00041,SUC00058,16/12/2016,15,370.000,"24666,66667",29.600
P00008,C00001,CLI00329,GUA,V00056,SUC00017,29/10/2018,3,100.000,"33333,33333",13.000
P00008,C00001,CLI00412,PER,V00037,SUC00010,5/12/2017,28,710.000,"25357,14286",92.300
P00008,C00001,CLI00412,PER,V00037,SUC00010,5/12/2020,28,710.000,"25357,14286",92.300
P00008,C00001,CLI00497,GUA,V00056,SUC00017,19/10/2019,12,190.000,"15833,33333",13.300
P00008,C00001,CLI00007,HON,V00020,SUC00032,28/5/2017,3,60.000,20000,"0,84"
P00008,C00001,CLI00439,DOM,V00035,SUC00016,11/6/2019,7,150.000,"21428,57143","0,9"
P00008,C00001,CLI00379,DOM,V00054,SUC00040,6/1/2016,30,2.910.000,97000,465.600
P00008,C00001,CLI00379,DOM,V00054,SUC00040,6/11/2019,30,2.910.000,97000,465.600
P00008,C00001,CLI00058,HON,V00006,SUC00030,2/8/2019,49,850.000,"17346,93878",93.500
P00008,C00001,CLI00058,PAR,V00033,SUC00018,23/3/2019,34,810.000,"23823,52941",97.200
P00008,C00001,CLI00058,PER,V00037,SUC00010,2/8/2019,18,350.000,"19444,44444",52.500
P00008,C00001,CLI00247,URU,V00049,SUC00063,18/4/2016,8,160.000,20000,27.200
P00008,C00001,CLI00247,URU,V00049,SUC00063,18/4/2020,8,160.000,20000,27.200
P00008,C00001,CLI00496,CHI,V00062,SUC00020,3/8/2017,48,1.310.000,"27291,66667",248.900
P00008,C00001,CLI00639,MEX,V00021,SUC00064,26/1/2017,8,120.000,15000,19.200
P00008,C00001,CLI00505,ECU,V00029,SUC00025,25/12/2017,17,390.000,"22941,17647",54.600
P00008,C00001,CLI00505,ECU,V00029,SUC00025,25/12/2020,17,390.000,"22941,17647",54.600
